,created_at,last_move_at,white_rating,black_rating,opening_ply
52,1497890000000.0,1497900000000.0,978,1500,2
53,1497890000000.0,1497890000000.0,1500,978,2
54,1503220000000.0,1503230000000.0,1521,1162,2
55,1503180000000.0,1503180000000.0,1407,1500,3
56,1504260000000.0,1504260000000.0,1492,1458,5
57,1504250000000.0,1504250000000.0,1414,1442,8
58,1504140000000.0,1504140000000.0,1457,1294,5
59,1504140000000.0,1504140000000.0,1525,1466,6
60,1504230000000.0,1504230000000.0,1207,1579,3
61,1503970000000.0,1503970000000.0,1567,1573,2
62,1503970000000.0,1503970000000.0,1578,1605,2
63,1503970000000.0,1503970000000.0,1939,1581,6
64,1503970000000.0,1503970000000.0,1618,1568,2
65,1503960000000.0,1503960000000.0,1755,1574,2
66,1503890000000.0,1503890000000.0,1561,1596,2
67,1503810000000.0,1503810000000.0,1500,1554,3
68,1503790000000.0,1503790000000.0,1544,1461,3
69,1503710000000.0,1503710000000.0,1563,1335,3
70,1503710000000.0,1503710000000.0,1579,1470,2
71,1503700000000.0,1503700000000.0,1617,1590,2
72,1503700000000.0,1503700000000.0,1207,1588,7
73,1503690000000.0,1503690000000.0,1595,1547,3
74,1503690000000.0,1503690000000.0,1855,1599,5
75,1503690000000.0,1503690000000.0,1589,1547,2
76,1503690000000.0,1503690000000.0,1571,1728,5
77,1503680000000.0,1503690000000.0,1720,1579,3
78,1503620000000.0,1503620000000.0,1579,2105,5
79,1503550000000.0,1503550000000.0,1768,1560,3
80,1503540000000.0,1503540000000.0,1552,1436,3
81,1503460000000.0,1503460000000.0,1536,1667,5
82,1503460000000.0,1503460000000.0,1521,1549,2
83,1503450000000.0,1503450000000.0,1251,1545,3
84,1503450000000.0,1503450000000.0,1537,1408,3
85,1503440000000.0,1503440000000.0,1522,1512,1
86,1503430000000.0,1503430000000.0,1602,1532,11
87,1503430000000.0,1503430000000.0,1543,1593,5
88,1503430000000.0,1503430000000.0,1556,1539,3
89,1503370000000.0,1503370000000.0,1409,1548,3
90,1503370000000.0,1503370000000.0,1539,1418,5
91,1503360000000.0,1503370000000.0,1603,1550,3
92,1503360000000.0,1503360000000.0,1542,1399,4
93,1503360000000.0,1503360000000.0,1546,1877,5
94,1503360000000.0,1503360000000.0,1134,1535,4
95,1503360000000.0,1503360000000.0,1513,1784,2
96,1503350000000.0,1503350000000.0,1501,1445,5
97,1503970000000.0,1503970000000.0,1500,1500,8
98,1504200000000.0,1504200000000.0,1745,1714,4
99,1504190000000.0,1504190000000.0,1734,1748,4
100,1503540000000.0,1503550000000.0,1942,1739,6
101,1503540000000.0,1503540000000.0,1724,1855,7
102,1503540000000.0,1503540000000.0,1951,1729,11
103,1503540000000.0,1503540000000.0,1726,1388,5
104,1503540000000.0,1503540000000.0,1735,1806,6
105,1503540000000.0,1503540000000.0,1597,1728,3
106,1503540000000.0,1503540000000.0,1743,1738,10
107,1503540000000.0,1503540000000.0,1721,1750,7
108,1503540000000.0,1503540000000.0,1746,1487,5
109,1503540000000.0,1503540000000.0,1744,1735,9
110,1503540000000.0,1503540000000.0,1749,1631,9
111,1503540000000.0,1503540000000.0,1769,1396,5
112,1503680000000.0,1503680000000.0,1795,1760,5
113,1503670000000.0,1503680000000.0,1729,1795,5
114,1503590000000.0,1503590000000.0,1795,1784,6
115,1503590000000.0,1503590000000.0,1770,1872,3
116,1503590000000.0,1503590000000.0,1783,1721,5
117,1503590000000.0,1503590000000.0,1884,1768,7
118,1503590000000.0,1503590000000.0,1756,1756,5
119,1503590000000.0,1503590000000.0,1724,1958,5
120,1503580000000.0,1503580000000.0,2036,1706,6
121,1503500000000.0,1503500000000.0,1706,925,5
122,1504080000000.0,1504080000000.0,1244,1219,4
123,1504080000000.0,1504080000000.0,1215,921,5
124,1503960000000.0,1503960000000.0,1350,1201,5
125,1503950000000.0,1503960000000.0,1210,1280,4
126,1503910000000.0,1503910000000.0,1139,1212,8
127,1503840000000.0,1503840000000.0,1220,1341,11
128,1503830000000.0,1503840000000.0,1234,1359,6
129,1503780000000.0,1503780000000.0,1275,1236,11
130,1503780000000.0,1503780000000.0,1433,1282,3
131,1503670000000.0,1503670000000.0,1132,1276,4
132,1503420000000.0,1503420000000.0,1276,1308,6
133,1503420000000.0,1503420000000.0,1228,1266,7
134,1503420000000.0,1503420000000.0,1273,1409,5
135,1503410000000.0,1503410000000.0,1338,1277,3
136,1503160000000.0,1503160000000.0,1263,1336,8
137,1503160000000.0,1503160000000.0,1316,1273,2
138,1503140000000.0,1503140000000.0,1248,1253,2
139,1503130000000.0,1503130000000.0,1335,1233,6
140,1503130000000.0,1503130000000.0,1223,1189,11
141,1503130000000.0,1503130000000.0,1443,1204,2
142,1503090000000.0,1503090000000.0,1227,1216,4
143,1503090000000.0,1503090000000.0,1215,1219,5
144,1503090000000.0,1503090000000.0,1227,1227,8
145,1503090000000.0,1503090000000.0,1550,1225,8
146,1503080000000.0,1503080000000.0,1325,1234,2
147,1503060000000.0,1503060000000.0,1212,1221,5
148,1503060000000.0,1503060000000.0,1226,1478,3
149,1503060000000.0,1503060000000.0,1228,1626,4
150,1503050000000.0,1503060000000.0,1191,1228,7
151,1503050000000.0,1503050000000.0,1422,1210,5
152,1503050000000.0,1503050000000.0,1186,1223,5
153,1503050000000.0,1503050000000.0,1212,1212,2
154,1503050000000.0,1503050000000.0,1228,1343,6
155,1504140000000.0,1504140000000.0,1865,1862,5
156,1503950000000.0,1503950000000.0,1852,1852,5
157,1503800000000.0,1503810000000.0,1833,1863,4
158,1503690000000.0,1503690000000.0,1851,1918,4
159,1503630000000.0,1503630000000.0,1861,1844,6
160,1503620000000.0,1503630000000.0,1853,1774,6
161,1503620000000.0,1503620000000.0,1910,1862,11
162,1503620000000.0,1503620000000.0,1851,1890,3
163,1503600000000.0,1503600000000.0,1860,1840,5
164,1503550000000.0,1503550000000.0,1828,1848,5
165,1503460000000.0,1503460000000.0,1855,1858,1
166,1503450000000.0,1503450000000.0,1847,1895,8
167,1503450000000.0,1503450000000.0,1885,1856,4
168,1503440000000.0,1503440000000.0,1847,1802,1
169,1503440000000.0,1503440000000.0,1847,1856,6
170,1503420000000.0,1503430000000.0,1840,1837,3
171,1503340000000.0,1503350000000.0,1848,1806,4
172,1503340000000.0,1503340000000.0,1860,1820,3
173,1503200000000.0,1503200000000.0,1854,1849,3
174,1503120000000.0,1503120000000.0,1895,1859,4
175,1503110000000.0,1503110000000.0,1866,1965,6
176,1503090000000.0,1503090000000.0,1866,1843,4
177,1503020000000.0,1503020000000.0,1835,1866,11
178,1502940000000.0,1502940000000.0,1877,1860,6
179,1502070000000.0,1502070000000.0,1849,1874,11
180,1501980000000.0,1501980000000.0,1835,1865,6
181,1501880000000.0,1501880000000.0,1866,1835,7
182,1501610000000.0,1501610000000.0,1856,1829,12
183,1501600000000.0,1501600000000.0,1845,1846,8
184,1501290000000.0,1501290000000.0,1834,1835,4
185,1501200000000.0,1501200000000.0,1846,1845,2
186,1501200000000.0,1501200000000.0,1845,1917,4
187,1501190000000.0,1501190000000.0,1858,1790,4
188,1501190000000.0,1501190000000.0,1871,1847,4
189,1501120000000.0,1501130000000.0,1846,1869,5
190,1501090000000.0,1501090000000.0,1843,1836,3
191,1501040000000.0,1501040000000.0,1800,1826,2
192,1504200000000.0,1504200000000.0,1283,1267,5
193,1504180000000.0,1504180000000.0,1290,1270,1
194,1504180000000.0,1504180000000.0,1331,1281,4
195,1504080000000.0,1504080000000.0,1304,1292,1
196,1504080000000.0,1504080000000.0,1305,1293,3
197,1504080000000.0,1504080000000.0,1308,1317,8
198,1503810000000.0,1503810000000.0,1296,1305,13
199,1503800000000.0,1503800000000.0,968,1305,8
200,1503770000000.0,1503770000000.0,1293,1466,5
201,1503760000000.0,1503760000000.0,1500,1299,7
202,1503750000000.0,1503750000000.0,1288,1232,3
203,1503750000000.0,1503750000000.0,1289,2108,9
204,1503740000000.0,1503740000000.0,1431,1289,6
205,1503740000000.0,1503740000000.0,1806,1289,7
206,1503740000000.0,1503740000000.0,1289,1311,5
207,1503740000000.0,1503740000000.0,1431,1289,3
208,1503740000000.0,1503740000000.0,1289,1484,6
209,1503740000000.0,1503740000000.0,1289,1810,5
210,1503740000000.0,1503740000000.0,1806,1289,5
211,1503680000000.0,1503680000000.0,1289,1500,5
212,1503670000000.0,1503670000000.0,1409,1297,8
213,1503660000000.0,1503670000000.0,1280,1485,6
214,1503600000000.0,1503600000000.0,1280,1211,4
215,1503600000000.0,1503600000000.0,1211,1280,3
216,1503580000000.0,1503580000000.0,1281,1765,6
217,1503510000000.0,1503510000000.0,1288,1454,4
218,1503510000000.0,1503510000000.0,1560,1270,5
219,1503510000000.0,1503510000000.0,1274,1534,4
220,1503510000000.0,1503510000000.0,1259,1663,6
221,1503410000000.0,1503410000000.0,1614,1238,5
222,1503400000000.0,1503410000000.0,1221,1417,11
223,1503340000000.0,1503340000000.0,1222,1732,7
224,1503300000000.0,1503310000000.0,1232,1234,7
225,1503100000000.0,1503110000000.0,1240,1219,8
226,1502940000000.0,1502940000000.0,1590,1600,5
227,1502240000000.0,1502240000000.0,1568,1617,5
228,1501980000000.0,1501980000000.0,1500,1358,6
229,1503450000000.0,1503450000000.0,1384,1325,2
230,1503440000000.0,1503440000000.0,1384,1265,3
231,1503440000000.0,1503440000000.0,1384,1950,2
232,1503280000000.0,1503280000000.0,1377,1249,4
233,1503280000000.0,1503280000000.0,1375,1389,4
234,1503260000000.0,1503260000000.0,1378,1361,5
235,1503260000000.0,1503260000000.0,1261,1371,4
236,1503260000000.0,1503260000000.0,1380,1429,4
237,1503250000000.0,1503250000000.0,1369,1368,6
238,1503250000000.0,1503250000000.0,1290,1371,9
239,1503110000000.0,1503110000000.0,1372,1326,2
240,1503110000000.0,1503110000000.0,1361,1383,1
241,1503100000000.0,1503100000000.0,1217,1399,4
242,1503020000000.0,1503020000000.0,1387,1447,5
243,1503020000000.0,1503020000000.0,1474,1387,2
244,1503010000000.0,1503010000000.0,1377,1351,4
245,1503010000000.0,1503010000000.0,1389,1339,4
246,1502920000000.0,1502920000000.0,1389,1400,4
247,1502920000000.0,1502920000000.0,1849,1389,5
248,1502850000000.0,1502850000000.0,1395,1378,9
249,1502850000000.0,1502850000000.0,1370,1257,6
250,1502840000000.0,1502840000000.0,1360,1332,5
251,1502740000000.0,1502740000000.0,1311,1360,4
252,1502740000000.0,1502740000000.0,1714,1360,6
253,1502730000000.0,1502730000000.0,1354,1217,5
254,1502720000000.0,1502720000000.0,1245,1346,5
255,1502680000000.0,1502680000000.0,1346,1099,6
256,1502650000000.0,1502650000000.0,1336,1287,4
257,1503010000000.0,1503010000000.0,1580,1555,2
258,1503010000000.0,1503010000000.0,1555,1580,6
259,1503010000000.0,1503010000000.0,1649,1547,6
260,1503010000000.0,1503010000000.0,1426,1527,3
261,1502920000000.0,1502920000000.0,1557,1547,8
262,1502910000000.0,1502920000000.0,1557,1607,5
263,1502910000000.0,1502910000000.0,1607,1557,1
264,1502910000000.0,1502910000000.0,1557,1632,7
265,1490290000000.0,1490290000000.0,1535,1609,11
266,1490290000000.0,1490290000000.0,1713,1558,2
267,1490290000000.0,1490290000000.0,1497,1730,2
268,1490280000000.0,1490290000000.0,1437,1552,5
269,1472840000000.0,1472840000000.0,1516,1552,2
270,1471100000000.0,1471100000000.0,1513,1456,5
271,1440990000000.0,1440990000000.0,1355,1478,7
272,1504010000000.0,1504010000000.0,1638,1614,6
273,1503970000000.0,1503980000000.0,1613,1934,11
274,1503970000000.0,1503970000000.0,1865,1613,5
275,1503970000000.0,1503970000000.0,1776,1587,2
276,1503880000000.0,1503880000000.0,1568,1593,6
277,1503880000000.0,1503880000000.0,1605,1546,6
278,1503880000000.0,1503880000000.0,1518,1709,5
279,1503880000000.0,1503880000000.0,1728,1527,8
280,1503870000000.0,1503870000000.0,1515,1379,4
281,1503870000000.0,1503870000000.0,1538,1501,4
282,1503870000000.0,1503870000000.0,1511,1516,4
283,1503870000000.0,1503870000000.0,1464,1495,9
284,1503870000000.0,1503870000000.0,1470,1475,4
285,1503870000000.0,1503870000000.0,1490,1440,6
286,1502640000000.0,1502650000000.0,1611,1974,18
287,1502630000000.0,1502630000000.0,1611,1945,8
288,1502600000000.0,1502600000000.0,1584,1611,5
289,1502590000000.0,1502590000000.0,1942,1611,1
290,1502550000000.0,1502550000000.0,1217,1611,6
291,1502550000000.0,1502550000000.0,1611,2059,12
292,1502500000000.0,1502500000000.0,1611,1478,4
293,1502500000000.0,1502500000000.0,1486,1552,5
294,1502500000000.0,1502500000000.0,1453,1496,2
295,1502500000000.0,1502500000000.0,1340,1326,2
296,1502500000000.0,1502500000000.0,1532,1500,3
297,1504140000000.0,1504140000000.0,1560,1557,6
298,1504140000000.0,1504140000000.0,1571,1577,2
299,1504140000000.0,1504140000000.0,1580,1617,2
300,1504050000000.0,1504050000000.0,1531,1593,7
301,1504050000000.0,1504050000000.0,1449,1597,9
302,1503950000000.0,1503960000000.0,1743,1604,6
303,1503950000000.0,1503950000000.0,1604,1614,8
304,1503520000000.0,1503520000000.0,1550,1605,3
305,1503460000000.0,1503460000000.0,1630,1605,8
306,1503440000000.0,1503440000000.0,1475,1605,1
307,1503440000000.0,1503440000000.0,1605,1475,1
308,1503440000000.0,1503440000000.0,1475,1605,3
309,1503430000000.0,1503430000000.0,1570,1605,7
310,1503420000000.0,1503420000000.0,1605,1500,1
311,1503420000000.0,1503420000000.0,1500,1605,9
312,1503420000000.0,1503420000000.0,1605,1500,1
313,1503380000000.0,1503380000000.0,1513,1605,5
314,1504270000000.0,1504270000000.0,1790,1874,1
315,1504270000000.0,1504270000000.0,1864,1805,5
316,1504220000000.0,1504220000000.0,1496,1861,3
317,1504200000000.0,1504200000000.0,1851,1853,8
318,1504190000000.0,1504190000000.0,1861,1863,4
319,1504190000000.0,1504190000000.0,1618,1609,3
320,1504190000000.0,1504190000000.0,1620,1607,1
321,1504190000000.0,1504190000000.0,1621,1496,5
322,1504190000000.0,1504190000000.0,1633,1581,5
323,1504190000000.0,1504190000000.0,1623,1623,6
324,1504190000000.0,1504190000000.0,1612,1614,5
325,1504190000000.0,1504190000000.0,1605,1624,8
326,1504050000000.0,1504050000000.0,1693,1621,4
327,1504050000000.0,1504050000000.0,1631,1684,4
328,1504050000000.0,1504050000000.0,1636,1619,8
329,1504050000000.0,1504050000000.0,1613,1617,8
330,1504050000000.0,1504050000000.0,1627,1495,6
331,1504050000000.0,1504050000000.0,1480,1643,3
332,1504030000000.0,1504030000000.0,1631,1652,5
333,1504030000000.0,1504030000000.0,1687,1641,5
334,1504030000000.0,1504030000000.0,1630,1638,6
335,1504020000000.0,1504030000000.0,1414,1624,6
336,1504020000000.0,1504020000000.0,1619,1419,7
337,1504020000000.0,1504020000000.0,1629,1659,5
338,1504020000000.0,1504020000000.0,1649,1639,3
339,1504020000000.0,1504020000000.0,1677,1627,1
340,1504020000000.0,1504020000000.0,1705,1636,8
341,1504020000000.0,1504020000000.0,1647,1635,13
342,1503970000000.0,1503970000000.0,1637,1627,7
343,1503950000000.0,1503960000000.0,1626,1631,5
344,1503940000000.0,1503940000000.0,1602,1615,6
345,1503940000000.0,1503940000000.0,1634,1603,3
346,1503940000000.0,1503940000000.0,1611,1591,9
347,1503940000000.0,1503940000000.0,1579,1623,19
348,1503940000000.0,1503940000000.0,1995,1581,4
349,1503940000000.0,1503940000000.0,1589,1569,9
350,1503870000000.0,1503870000000.0,1570,1555,6
351,1503850000000.0,1503850000000.0,1559,1557,3
352,1503850000000.0,1503850000000.0,1546,1571,2
353,1503620000000.0,1503620000000.0,1550,1567,6
354,1503620000000.0,1503620000000.0,1560,1419,5
355,1503510000000.0,1503510000000.0,1840,1564,8
356,1503170000000.0,1503170000000.0,1660,1549,4
357,1503080000000.0,1503080000000.0,1534,1678,5
358,1502650000000.0,1502650000000.0,1789,1538,6
359,1502190000000.0,1502190000000.0,1841,1921,8
360,1501840000000.0,1501840000000.0,1926,1737,2
361,1501770000000.0,1501770000000.0,1629,1887,3
362,1501770000000.0,1501770000000.0,1860,1712,7
363,1501600000000.0,1501600000000.0,1500,1568,4
364,1503980000000.0,1503980000000.0,1780,2132,10
365,1503350000000.0,1503350000000.0,966,1124,2
366,1502930000000.0,1502930000000.0,884,951,2
367,1502640000000.0,1502640000000.0,945,1070,3
368,1502530000000.0,1502530000000.0,971,1149,3
369,1502410000000.0,1502410000000.0,1238,985,1
370,1502390000000.0,1502390000000.0,972,1247,2
371,1502390000000.0,1502390000000.0,1107,961,4
372,1502380000000.0,1502380000000.0,974,1129,3
373,1502320000000.0,1502330000000.0,1203,970,3
374,1502320000000.0,1502320000000.0,998,937,5
375,1502320000000.0,1502320000000.0,1016,1126,1
376,1502270000000.0,1502270000000.0,1025,1153,4
377,1502270000000.0,1502270000000.0,1047,1151,4
378,1502230000000.0,1502230000000.0,998,1016,6
379,1502230000000.0,1502230000000.0,1127,1044,3
380,1502150000000.0,1502150000000.0,1020,1200,3
381,1502140000000.0,1502140000000.0,1069,1071,4
382,1502140000000.0,1502140000000.0,1071,1068,3
383,1502120000000.0,1502120000000.0,1115,1223,4
384,1502120000000.0,1502120000000.0,1190,1213,4
385,1502050000000.0,1502050000000.0,1337,1337,3
386,1502050000000.0,1502050000000.0,1500,1500,2
387,1503810000000.0,1503810000000.0,1500,1571,7
388,1503760000000.0,1503760000000.0,1367,1866,1
389,1503760000000.0,1503760000000.0,1590,1373,2
390,1503760000000.0,1503760000000.0,1377,1667,1
391,1503760000000.0,1503760000000.0,1558,1358,15
392,1503360000000.0,1503360000000.0,1476,1367,2
393,1503360000000.0,1503360000000.0,1376,1469,1
394,1503360000000.0,1503360000000.0,1460,1386,2
395,1503260000000.0,1503260000000.0,1372,1408,5
396,1503090000000.0,1503090000000.0,1373,2148,4
397,1504120000000.0,1504120000000.0,1500,1395,2
398,1503860000000.0,1503860000000.0,1382,1414,5
399,1503790000000.0,1503790000000.0,1320,1400,3
400,1503780000000.0,1503790000000.0,1383,1330,3
401,1503780000000.0,1503780000000.0,1383,1242,3
402,1503500000000.0,1503500000000.0,1469,1357,9
403,1503340000000.0,1503340000000.0,959,1357,4
404,1503330000000.0,1503340000000.0,1357,959,3
405,1503330000000.0,1503330000000.0,959,1357,4
406,1503370000000.0,1503370000000.0,1588,1691,8
407,1503260000000.0,1503260000000.0,1541,1586,9
408,1503250000000.0,1503250000000.0,1517,1320,4
409,1503240000000.0,1503250000000.0,1569,1569,2
410,1503190000000.0,1503190000000.0,1563,1498,5
411,1503180000000.0,1503180000000.0,1903,1512,8
412,1502890000000.0,1502900000000.0,1612,1450,5
413,1502890000000.0,1502890000000.0,1327,1450,3
414,1502890000000.0,1502890000000.0,1245,1450,5
415,1502890000000.0,1502890000000.0,1921,1451,4
416,1502480000000.0,1502480000000.0,1462,1464,3
417,1502480000000.0,1502480000000.0,1450,1486,6
418,1502480000000.0,1502480000000.0,1439,1418,5
419,1501700000000.0,1501700000000.0,1728,1500,6
420,1504180000000.0,1504180000000.0,1547,1563,4
421,1504170000000.0,1504180000000.0,1863,1567,2
422,1504170000000.0,1504170000000.0,1559,1423,2
423,1504170000000.0,1504170000000.0,1570,1611,7
424,1504170000000.0,1504170000000.0,1562,1582,6
425,1504000000000.0,1504000000000.0,1576,1386,3
426,1504000000000.0,1504000000000.0,1353,1595,3
427,1503980000000.0,1503980000000.0,1591,1326,3
428,1503980000000.0,1503980000000.0,1560,1580,4
429,1503240000000.0,1503240000000.0,1727,1574,4
430,1503240000000.0,1503240000000.0,1579,1841,4
431,1502280000000.0,1502280000000.0,1877,1558,11
432,1502280000000.0,1502280000000.0,1536,1962,3
433,1502270000000.0,1502280000000.0,1529,1763,3
434,1502270000000.0,1502270000000.0,1590,1515,4
435,1501820000000.0,1501820000000.0,1653,1522,2
436,1501820000000.0,1501820000000.0,1675,1505,6
437,1501820000000.0,1501820000000.0,1547,1491,6
438,1501820000000.0,1501820000000.0,1507,1399,2
439,1501820000000.0,1501820000000.0,1641,1502,2
440,1501820000000.0,1501820000000.0,1496,1703,5
441,1501820000000.0,1501820000000.0,1482,1484,4
442,1501810000000.0,1501810000000.0,1486,1909,2
443,1501810000000.0,1501810000000.0,1919,1488,2
444,1501810000000.0,1501810000000.0,1488,2192,2
445,1501810000000.0,1501810000000.0,1470,1684,3
446,1501670000000.0,1501670000000.0,1465,1659,3
447,1501670000000.0,1501670000000.0,1586,1473,5
448,1501670000000.0,1501670000000.0,1548,1488,6
449,1501670000000.0,1501670000000.0,1500,1501,2
450,1501660000000.0,1501670000000.0,1509,1487,8
451,1501660000000.0,1501660000000.0,1356,1491,2
452,1501650000000.0,1501650000000.0,1495,1771,2
453,1504020000000.0,1504020000000.0,1529,1639,3
454,1504020000000.0,1504020000000.0,1631,1537,6
455,1504020000000.0,1504020000000.0,1546,1621,6
456,1504020000000.0,1504020000000.0,1568,1636,5
457,1503670000000.0,1503670000000.0,1354,1631,5
458,1503670000000.0,1503670000000.0,1626,1384,7
459,1503330000000.0,1503330000000.0,1639,1813,6
460,1503080000000.0,1503080000000.0,1646,1795,2
461,1503080000000.0,1503080000000.0,1646,939,4
462,1503080000000.0,1503080000000.0,1657,1678,8
463,1503080000000.0,1503080000000.0,1667,1668,5
464,1503080000000.0,1503080000000.0,1683,1599,4
465,1503080000000.0,1503080000000.0,1596,1686,2
466,1502990000000.0,1502990000000.0,1769,1659,2
467,1502990000000.0,1502990000000.0,1668,1761,2
468,1502990000000.0,1502990000000.0,1752,1677,2
469,1502990000000.0,1502990000000.0,1688,1743,10
470,1502990000000.0,1502990000000.0,1582,1704,3
471,1502990000000.0,1502990000000.0,1693,1666,7
472,1502990000000.0,1502990000000.0,1676,1680,3
473,1502900000000.0,1502900000000.0,1142,1679,3
474,1502900000000.0,1502900000000.0,1678,1148,10
475,1502900000000.0,1502900000000.0,1154,1676,1
476,1502900000000.0,1502900000000.0,1686,1098,2
477,1502900000000.0,1502900000000.0,1102,1685,1
478,1502900000000.0,1502900000000.0,1684,1107,4
479,1502900000000.0,1502900000000.0,1493,1678,2
480,1502890000000.0,1502890000000.0,1525,1693,3
481,1502820000000.0,1502820000000.0,1709,1681,2
482,1502810000000.0,1502820000000.0,1692,1699,2
483,1502810000000.0,1502810000000.0,1688,1704,2
484,1502810000000.0,1502810000000.0,1699,1497,2
485,1502810000000.0,1502810000000.0,1703,1943,2
486,1502810000000.0,1502810000000.0,1694,1692,6
487,1502810000000.0,1502810000000.0,1696,1564,2
488,1502810000000.0,1502810000000.0,1572,1688,5
489,1502810000000.0,1502810000000.0,1392,1684,6
490,1502730000000.0,1502730000000.0,1707,1696,3
491,1502730000000.0,1502730000000.0,1684,1720,7
492,1502730000000.0,1502730000000.0,1733,1672,2
493,1502730000000.0,1502730000000.0,1721,1736,6
494,1502730000000.0,1502730000000.0,1724,1733,4
495,1502730000000.0,1502730000000.0,1746,1712,2
496,1502730000000.0,1502730000000.0,1741,1496,2
497,1504210000000.0,1504220000000.0,1295,1240,7
498,1503470000000.0,1503470000000.0,1430,1302,5
499,1503360000000.0,1503360000000.0,1302,1248,4
500,1502750000000.0,1502750000000.0,1314,1270,5
501,1502490000000.0,1502490000000.0,1445,1314,5
502,1502430000000.0,1502430000000.0,1321,1451,7
503,1502400000000.0,1502400000000.0,1300,1333,6
504,1502320000000.0,1502320000000.0,1318,1449,4
505,1502320000000.0,1502320000000.0,1450,1303,17
506,1502300000000.0,1502300000000.0,1290,1367,5
507,1502250000000.0,1502250000000.0,1300,1330,9
508,1502240000000.0,1502240000000.0,1209,1291,5
509,1502230000000.0,1502230000000.0,1299,1418,6
510,1502130000000.0,1502130000000.0,1814,1299,5
511,1502080000000.0,1502080000000.0,1348,1308,3
512,1502040000000.0,1502040000000.0,1318,1366,5
513,1502000000000.0,1502000000000.0,1324,1329,6
514,1501960000000.0,1501960000000.0,1345,1187,5
515,1501920000000.0,1501920000000.0,1352,1149,5
516,1501870000000.0,1501870000000.0,1350,1429,10
517,1501820000000.0,1501820000000.0,1403,1340,3
518,1501570000000.0,1501570000000.0,1322,1072,5
519,1501530000000.0,1501530000000.0,1331,1382,4
520,1501530000000.0,1501530000000.0,1373,1341,6
521,1501120000000.0,1501120000000.0,1350,1265,5
522,1501120000000.0,1501120000000.0,1270,1299,3
523,1501120000000.0,1501120000000.0,1223,1282,4
524,1501120000000.0,1501120000000.0,1289,1306,8
525,1501120000000.0,1501120000000.0,1007,1268,6
526,1504120000000.0,1504130000000.0,1170,1179,5
527,1504120000000.0,1504120000000.0,1442,1183,8
528,1503950000000.0,1503950000000.0,1172,1170,5
529,1503930000000.0,1503930000000.0,1178,1346,8
530,1503890000000.0,1503890000000.0,1171,1190,9
531,1503880000000.0,1503880000000.0,1175,1329,10
532,1503880000000.0,1503880000000.0,1273,1160,2
533,1503870000000.0,1503870000000.0,1154,974,5
534,1503860000000.0,1503870000000.0,1167,1122,6
535,1503840000000.0,1503840000000.0,1439,1171,10
536,1503840000000.0,1503840000000.0,1245,1170,9
